student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout
218596,male,CIVIL,yes,Graduate,no,25,5.848590372,63.13130572,55254,4,6.6,43,4,1,yes,0
205437,other,ECE,yes,Postgraduate,no,22,5.80359505,90.22749547,14545,5,19.5,58,1,1,no,0
204547,male,CS,yes,Secondary,no,26,6.549174614,85.86813043,41215,4,21.7,18,3,5,no,0
207814,male,ARTS,no,Secondary,yes,23,4.552308455,79.17707772,76076,5,20.4,19,2,0,no,1
204265,female,ME,yes,Graduate,no,16,4.7036594,54.81704177,63764,3,18.2,33,1,8,no,1
207931,male,ECE,no,Postgraduate,yes,23,4.2549903,87.87897435,14174,4,18,31,0,3,no,1
215974,other,CIVIL,no,Secondary,no,20,6.865179492,70.04129346,61621,3,12.5,17,2,8,yes,0
204842,other,ME,yes,Graduate,no,20,6.015004858,66.00273667,61502,3,10.3,5,2,7,no,0
212311,other,BIO,no,Graduate,no,21,5.141441926,66.3940451,40310,6,10.4,27,4,8,no,0
216102,male,ARTS,no,Graduate,yes,24,6.326116597,72.08931195,62490,2,13.8,14,3,9,no,0
204634,female,COMMERCE,yes,Secondary,no,23,5.543945623,80.50316635,63981,2,8.3,57,1,0,no,0
205900,male,COMMERCE,yes,Graduate,no,24,4.103026699,100,102121,2,18,7,2,2,yes,0
202002,male,CIVIL,yes,Graduate,no,25,6.804445724,99.61549818,75492,2,24.5,56,4,6,no,0
203455,male,BIO,yes,Graduate,no,20,5.516607117,65.31914731,39890,2,20.7,38,0,2,no,1
213309,male,CS,no,Primary,no,23,4.435657681,65.47078115,101947,4,14.7,19,0,6,yes,1
215139,other,COMMERCE,no,Graduate,no,19,4.619262565,61.94991603,22802,4,10.2,47,2,1,no,0
203921,female,BIO,no,Postgraduate,yes,24,6.032147476,77.04489753,19344,4,11,55,1,1,yes,0
208482,male,ME,no,Graduate,no,17,6.909536787,66.29418983,82980,6,15.3,30,1,2,no,0
205566,other,ARTS,no,Graduate,no,21,5.79823156,59.18010114,43152,6,23.1,35,2,3,no,0
207155,other,ECE,no,Graduate,no,21,6.722752553,59.98842878,45490,5,22.8,32,2,2,no,0
203752,female,BIO,no,Graduate,yes,19,4.228346396,70.79050763,75767,6,19.7,15,3,7,no,1
211274,other,ECE,yes,Graduate,no,17,5.107276417,71.20155019,66054,6,17.4,38,4,5,no,0
213274,female,ECE,no,Secondary,yes,16,4.062284355,63.39043322,33496,5,5.9,6,1,2,yes,1
218769,other,BIO,no,Graduate,yes,21,6.12072484,67.37845431,91686,2,13.7,0,4,1,no,0
211265,female,CIVIL,no,Graduate,no,16,5.182061809,58.50461783,34008,6,22,45,2,6,no,1
211361,other,CIVIL,yes,Graduate,no,18,6.316685248,57.67442448,59252,2,11.8,12,0,1,no,0
211591,other,ECE,yes,Secondary,no,21,4.118346466,60.3772093,50428,4,6.1,12,1,1,no,1
212879,other,COMMERCE,no,Graduate,no,24,6.426769133,83.87054155,56633,6,8.9,37,4,6,no,0
203341,other,CIVIL,yes,Primary,no,16,6.015795335,73.89237102,62907,2,16,9,1,1,yes,0
203015,other,CIVIL,yes,Graduate,no,26,5.705246947,82.15945311,17002,2,21.9,58,4,2,no,0
201866,other,CIVIL,no,Graduate,no,21,4.851598048,61.66027437,96500,4,24.5,22,0,1,no,1
202221,male,COMMERCE,yes,Graduate,no,23,6.246143291,68.22630361,64807,6,8.9,49,3,7,no,0
217329,other,ME,yes,Secondary,no,18,6.047318651,84.18770842,34685,6,18.4,53,1,6,no,0
210827,male,BIO,yes,Graduate,no,25,5.151333586,73.4870956,46651,2,15.1,41,0,8,yes,0
212955,other,ARTS,yes,Graduate,no,19,5.564413634,74.7759668,47290,4,21.8,37,0,0,yes,0
219718,other,CS,yes,Graduate,yes,25,5.198551467,69.0948427,31594,4,8.7,3,3,9,no,1
213043,female,COMMERCE,no,Primary,no,25,4.994102291,87.52019625,87234,6,18,30,4,7,no,1
200651,female,ECE,no,Graduate,no,21,5.500271303,64.24710949,29932,5,10.5,1,3,8,no,0
212549,other,COMMERCE,yes,Graduate,no,21,4.805460242,84.66411796,37030,2,7.9,57,2,5,yes,0
205020,male,CIVIL,no,Graduate,no,21,4.942626926,100,44346,4,9.8,2,0,6,no,0
211893,other,CS,yes,Primary,no,20,5.500271303,88.09389031,46046,5,15.3,49,3,7,no,0
207443,female,ECE,no,Primary,no,24,4.626867564,65.13779249,55093,2,7.6,20,3,0,no,0
219193,other,CIVIL,no,Graduate,no,26,5.445637049,68.00858408,78164,3,10.1,48,4,5,no,0
215811,male,BIO,no,Secondary,no,26,5.020209482,74.52500814,61131,3,16.6,35,0,6,no,1
215482,male,CIVIL,no,Graduate,no,22,6.943633652,92.77109926,50927,6,6.4,30,1,0,no,0
217283,other,ECE,no,Graduate,no,16,6.714883338,97.98382664,62378,3,6.9,23,3,7,no,0
208589,male,ME,no,Graduate,no,16,6.48312995,67.42033409,74065,2,17.7,58,1,3,no,0
209760,male,ARTS,no,Graduate,yes,24,5.498328571,68.45028743,67696,5,7.1,57,0,0,yes,1
219568,other,ME,no,Graduate,no,25,4.166600991,65.82161868,1000150,2,18.5,22,3,6,no,0
216796,female,COMMERCE,no,Secondary,yes,16,4.995539664,81.08712604,66940,4,15.2,3,3,7,no,0
200017,female,BIO,no,Primary,no,25,5.855540757,81.49630035,42253,3,19,10,3,8,no,0
204400,male,BIO,no,Graduate,no,21,5.836871107,56.67217747,61213,3,16.6,10,0,8,no,0
217618,male,CIVIL,no,Secondary,no,16,6.283425889,84.36401574,107330,4,12.3,51,4,1,no,0
217254,male,ECE,yes,Postgraduate,yes,17,4.08034308,72.35150139,38057,4,10.9,37,4,0,no,1
211537,other,ME,yes,Graduate,yes,25,6.947487563,75.83558794,34562,2,8.5,46,3,8,no,0
206863,female,COMMERCE,no,Postgraduate,yes,26,5.368150216,81.3167276,46643,6,12.3,36,1,4,no,1
205140,male,ARTS,no,Graduate,no,18,5.422465782,97.13914056,15030,5,12.4,31,0,3,yes,0
216533,female,ME,yes,Postgraduate,no,23,4.06175524,70.72965207,83802,3,18.1,52,1,4,no,0
208813,male,CS,no,Graduate,no,24,5.057954414,81.51869499,53729,5,5.7,8,0,5,yes,1
202929,male,CIVIL,no,Primary,no,26,4.72910904,76.54430405,78504,4,18.8,34,4,5,no,0
218218,male,CIVIL,no,Postgraduate,no,17,4.078984366,99.85177167,69032,4,22.3,25,3,7,no,0
209674,other,BIO,no,Graduate,no,18,6.520199825,63.82256428,69885,4,25,23,0,3,no,0
200647,female,BIO,no,Graduate,yes,17,6.825122086,59.90956764,33335,4,8.1,3,4,3,yes,0
204445,female,ECE,yes,Graduate,yes,22,4.189995534,81.08906708,37950,4,21.3,23,4,7,no,0
205352,other,ME,no,Primary,yes,22,4.679227792,70.47231981,54576,6,7.2,49,0,5,no,1
202412,other,ECE,no,Primary,no,24,4.706566503,76.30421056,81746,4,24.8,13,0,4,no,0
201321,other,ME,no,Graduate,no,22,4.188444472,83.61707672,53798,2,10.6,47,1,8,yes,0
217129,male,ME,no,Graduate,no,16,6.54357079,75.36384343,23105,5,8.8,52,0,1,yes,0
203948,male,CIVIL,no,Primary,no,21,6.545606031,76.93183937,60838,2,11.3,47,3,2,yes,0
201905,female,COMMERCE,no,Graduate,yes,20,6.825242252,91.15941326,49431,6,24.6,7,1,2,no,0
205199,other,CS,no,Secondary,no,22,5.274198211,64.48209362,75353,5,15.6,44,0,4,no,0
203334,female,COMMERCE,no,Secondary,yes,22,5.500271303,59.87900198,39337,3,13.9,24,3,6,no,1
214508,female,CIVIL,yes,Graduate,no,19,4.588773186,75.09409398,26855,3,17.2,38,4,8,yes,0
217891,other,ARTS,no,Secondary,yes,22,4.774686385,75.09409398,22574,3,23.1,47,0,9,no,1
206210,female,BIO,no,Graduate,no,21,5.057834932,53.71893251,53870,3,18.4,15,1,7,no,0
210221,other,ARTS,no,Graduate,no,21,4.025954715,96.49333402,106056,3,15.7,14,4,3,no,0
214319,other,CIVIL,no,Primary,no,16,5.500271303,83.44426745,48509,2,7.1,48,0,0,no,1
213430,other,ARTS,yes,Secondary,no,26,4.267146081,65.23333039,33856,4,22.7,53,1,1,no,0
201429,male,CIVIL,no,Graduate,yes,21,4.807831948,97.61117987,51059,2,13.7,24,4,9,no,0
216196,female,CIVIL,yes,Primary,no,23,4.119542293,77.86192281,42766,4,8.5,15,3,4,yes,0
211388,other,CIVIL,yes,Graduate,no,20,6.323092557,100,21884,6,15.1,43,2,8,yes,0
200217,female,ARTS,yes,Graduate,no,17,4.356989808,55.23385575,35973,3,17.8,27,2,8,no,0
212094,female,CIVIL,no,Graduate,yes,24,4.572113744,85.07818916,52633,4,15.5,20,1,8,no,0
202703,other,CS,no,Secondary,yes,21,5.500271303,98.03112872,68377,6,23.6,23,3,3,no,0
215239,female,ARTS,no,Graduate,no,19,5.123401853,63.499175,89023,5,23.9,41,3,9,yes,1
201396,male,ME,no,Graduate,no,18,4.874373985,76.65798543,51272,2,16.4,13,1,7,yes,0
207527,other,ARTS,no,Graduate,no,19,4.192764504,76.48048057,63411,5,10.6,40,3,7,no,0
213254,female,CS,yes,Postgraduate,no,24,5.437350724,67.7523878,50123,6,9.4,13,3,1,no,0
213744,female,CIVIL,yes,Primary,no,21,5.273896136,64.43803198,13953,3,21.8,2,4,8,yes,1
214844,other,COMMERCE,yes,Primary,no,19,5.90883506,77.34590265,59766,2,15.9,15,0,0,no,0
201739,male,CIVIL,yes,Primary,no,16,4.807979435,58.71901495,44284,2,20.3,33,3,0,no,0
209463,female,CIVIL,no,Graduate,no,16,5.636194107,70.15316631,84879,6,7.1,31,2,8,no,1
203860,female,ECE,yes,Graduate,no,21,5.849475455,55.91127133,56679,4,8.2,43,3,4,no,0
213833,other,COMMERCE,no,Primary,yes,26,4.644218288,84.66112724,39344,6,12.3,46,1,3,yes,0
206467,male,ECE,no,Secondary,no,21,5.552297819,98.1180223,44017,2,16.2,37,2,8,no,0
217748,other,BIO,no,Graduate,yes,17,5.072822856,75.92037088,43098,3,23.9,47,0,6,yes,0
206097,female,COMMERCE,yes,Postgraduate,yes,24,6.796031921,85.3169024,56952,6,15.1,24,2,4,no,0
203733,female,CIVIL,yes,Primary,no,22,6.113726701,82.32264195,65634,3,15,49,2,3,no,0
208039,other,COMMERCE,no,Secondary,no,26,4.753854078,54.24642952,80463,3,12.2,24,3,7,no,1
209006,female,BIO,no,Secondary,no,19,4.816661889,64.91573122,90516,4,12.9,22,0,1,yes,0
219841,male,ECE,no,Graduate,yes,18,5.894024268,83.65264151,-7236,5,21.2,38,1,3,no,0
206402,male,BIO,no,Graduate,yes,25,6.007609262,52.35547006,39709,4,15.8,1,3,0,no,0
210315,other,ARTS,no,Graduate,no,25,4.794486249,67.73886339,58005,2,5.7,12,2,9,no,0
204119,male,ARTS,no,Primary,no,26,4.712939884,83.14735046,47697,6,24,32,0,9,no,0
213433,other,ARTS,no,Postgraduate,no,16,5.256584995,66.12749828,47791,2,10.8,16,2,5,yes,0
208827,male,COMMERCE,yes,Primary,yes,21,6.589308559,71.25915957,23997,2,6.8,19,3,2,no,0
218007,female,ME,no,Secondary,yes,25,6.144862645,82.51353277,68056,4,22.8,33,3,3,no,0
207765,other,ARTS,no,Graduate,no,23,4.613898832,73.99827961,65953,3,14.2,33,2,8,no,0
203615,male,COMMERCE,no,Primary,no,16,6.284373159,87.78767429,34702,4,21.9,9,1,8,yes,0
203128,female,CIVIL,yes,Graduate,no,22,5.352766611,79.34362887,34607,2,21.9,12,1,1,yes,0
205518,female,CIVIL,no,Postgraduate,no,22,5.708417477,80.03890758,61135,4,6.7,5,1,2,no,0
219605,other,BIO,no,Graduate,no,25,4.472556048,94.71794389,81657,3,6.8,9,0,9,no,0
201838,male,COMMERCE,no,Graduate,yes,20,5.415027738,91.92350005,39054,4,14.3,24,0,2,yes,0
205116,female,ARTS,yes,Secondary,no,22,6.831352463,57.20162526,61942,4,10.8,6,3,4,no,0
207608,female,ARTS,no,Postgraduate,no,25,5.873812866,67.81867555,21727,4,19,8,3,6,no,0
209405,male,CIVIL,no,Postgraduate,no,20,4.511230641,69.01244469,24993,4,19.6,5,3,5,yes,0
213591,female,BIO,yes,Graduate,no,16,5.931327926,95.62588773,36877,6,23.8,18,2,2,yes,0
211612,female,CIVIL,no,Secondary,no,23,6.880305301,68.20939962,40302,4,8.1,32,1,4,no,0
207109,female,ECE,yes,Graduate,no,17,6.94191143,85.33183456,39622,4,23.9,16,0,6,no,0
200387,other,COMMERCE,yes,Postgraduate,no,24,6.282092816,91.73637086,79726,3,16.6,29,4,1,no,0
205665,female,CIVIL,no,Postgraduate,no,22,5.256003672,44.67618655,45012,3,16.6,53,3,3,yes,0
204015,male,ME,no,Graduate,yes,22,6.676209828,96.77146481,49751,2,24.3,6,0,8,no,0
211036,female,ECE,no,Graduate,no,21,4.862725013,64.14625754,44009,2,7.2,46,4,8,no,0
206842,other,BIO,no,Graduate,no,20,6.564185079,77.48805766,37463,5,13,20,4,7,no,0
201035,female,ECE,yes,Graduate,no,22,4.24054457,52.9277815,58928,6,16.8,41,2,5,no,1
204520,female,BIO,yes,Postgraduate,no,22,6.657722438,64.91637218,77733,5,23.6,47,1,8,no,1
210571,other,CS,no,Graduate,no,18,4.875684315,63.44637182,78806,2,14.6,1,2,5,no,0
200841,male,BIO,no,Graduate,no,24,6.883136105,71.76512643,35791,3,8.9,39,3,4,no,0
207575,male,BIO,no,Graduate,yes,16,4.87509459,67.00245915,88771,2,19.8,18,3,7,no,0
203489,other,ARTS,no,Graduate,yes,21,5.793191411,69.13826298,75954,2,6.2,1,4,6,no,0
203901,female,ME,no,Primary,yes,17,6.71212094,69.36779378,70015,4,18.9,2,0,1,no,0
209978,other,COMMERCE,no,Graduate,yes,16,4.061095411,61.06859585,1581,4,7.5,7,0,9,no,0
213788,other,BIO,no,Postgraduate,no,16,5.500271303,62.76004115,62505,2,5.9,2,2,7,yes,0
218594,other,BIO,no,Postgraduate,no,24,5.62186907,78.97917955,46972,4,9.8,24,1,5,no,0
213214,male,CIVIL,no,Graduate,no,25,4.822061074,70.32695437,55065,2,8.8,30,2,1,no,0
212956,female,ME,no,Primary,no,25,4.202638781,87.05686591,52289,4,10.4,45,0,9,yes,0
208623,male,CS,no,Secondary,no,21,6.329438191,75.09409398,62920,4,21.5,35,4,4,yes,0
206551,other,ARTS,no,Graduate,no,17,5.447319219,60.69934598,38976,2,11.2,49,3,2,no,0
213886,male,BIO,no,Graduate,yes,25,6.38436485,80.16205844,81685,5,18.8,29,4,2,no,0
205557,male,ARTS,no,Secondary,yes,19,6.045925273,69.53209831,41537,3,16.7,57,0,6,no,1
209924,male,CS,no,Secondary,yes,24,5.492618697,74.35657988,78353,5,19.5,58,3,0,no,0
216022,male,ME,yes,Graduate,no,25,5.767399267,65.17957406,44357,3,5,12,3,5,yes,0
217115,female,CIVIL,no,Postgraduate,yes,21,4.368159152,70.97737924,40399,3,14.4,57,1,0,yes,0
203386,other,CS,yes,Graduate,yes,16,4.264866937,74.77211653,56770,2,15.3,42,0,2,no,0
207628,male,CIVIL,no,Graduate,yes,16,5.693388934,50.97035368,47804,5,14.8,35,2,2,no,1
207691,female,ARTS,no,Secondary,no,21,5.500271303,88.67442866,63194,4,12,35,4,9,no,0
209567,female,ME,yes,Graduate,no,21,6.283294776,89.37952485,43655,6,17.1,56,0,1,no,0
202065,other,ARTS,no,Graduate,no,23,4.878954896,72.97590022,70455,3,16.8,13,0,0,yes,1
209251,male,CS,yes,Secondary,no,24,5.300912063,59.18044996,63056,4,11.3,58,3,9,no,0
203248,female,CIVIL,yes,Graduate,no,18,5.76514708,60.53181646,66338,6,19.7,34,1,5,yes,1
201444,other,ECE,no,Graduate,no,23,4.32946976,88.55261201,36547,5,15.1,46,2,7,no,0
208951,male,CIVIL,no,Secondary,no,24,5.218082167,54.80382672,79356,5,12.2,59,0,6,no,0
201372,other,CIVIL,yes,Graduate,no,19,4.430154911,65.72495975,47835,6,20.1,46,2,6,no,1
200278,male,ME,no,Graduate,yes,19,4.589889995,69.74871235,40388,6,15.9,43,4,1,no,1
203350,male,CS,yes,Graduate,yes,18,5.746496302,56.73504301,92956,4,22.3,10,3,9,no,0
206798,other,BIO,no,Graduate,yes,26,6.823302943,80.94185967,27661,4,14.6,51,0,7,no,0
217467,male,CIVIL,no,Secondary,yes,25,4.634467331,79.45589073,33509,4,13.9,23,3,4,yes,0
207530,other,COMMERCE,yes,Secondary,no,21,5.157741651,75.09409398,19506,4,23.5,24,3,3,no,0
200513,other,CIVIL,no,Graduate,no,26,4.849512901,80.0168824,23789,4,21.3,24,3,9,no,0
205635,other,CIVIL,no,Graduate,no,26,6.016393527,93.63216695,57502,2,7.1,54,4,1,no,0
214108,other,CS,no,Graduate,no,16,4.289172087,83.46786984,104401,3,15.1,4,0,5,no,0
204028,other,ARTS,yes,Graduate,no,20,4.061583521,89.03146606,63578,3,11.2,41,0,7,no,0
210882,male,ME,no,Graduate,yes,21,5.288837793,82.51637865,18270,2,22.5,27,0,4,no,1
212482,other,COMMERCE,no,Postgraduate,no,22,5.280552708,89.93673307,26667,5,6.7,13,3,6,no,0
202380,other,CIVIL,no,Graduate,yes,19,6.687244854,67.01985387,66332,6,7.4,37,0,0,no,1
216412,other,BIO,no,Graduate,yes,21,5.857917698,75.71150072,56813,4,7.9,11,4,2,no,1
210347,female,CIVIL,no,Graduate,yes,20,5.536116203,77.02639741,34297,5,11.5,25,3,7,yes,1
215145,male,CS,no,Graduate,no,25,4.793143062,68.70753122,34574,4,18.2,17,4,0,yes,0
217916,male,BIO,yes,Graduate,no,16,5.118556951,58.64113539,21354,3,22.6,19,0,6,yes,1
204630,other,COMMERCE,no,Graduate,yes,18,4.546853569,80.9878664,63091,4,11.9,55,0,0,no,1
213734,male,CS,no,Graduate,no,21,4.39330075,80.26080627,65492,6,21.1,4,0,7,no,0
204371,other,COMMERCE,yes,Graduate,yes,21,4.517132294,71.42323201,46640,3,15.1,8,2,3,no,0
204032,female,ECE,yes,Secondary,no,21,5.6001647,79.20431846,42453,4,9.8,14,4,7,yes,1
210569,male,CIVIL,no,Graduate,no,23,6.835689858,62.07152311,51511,5,7.9,11,4,0,no,0
217170,male,CS,no,Primary,no,23,6.187556258,69.17277402,15995,3,16.6,19,2,1,no,0
212952,other,CS,yes,Graduate,yes,16,6.212670871,66.54448869,67425,3,22.9,47,2,3,no,1
219824,female,COMMERCE,no,Secondary,no,16,6.658937264,100,65598,6,5.7,29,0,8,no,0
205934,female,BIO,no,Graduate,yes,25,6.188512546,72.34540818,83949,4,12.2,22,0,2,no,0
204007,male,CIVIL,no,Secondary,yes,22,5.891064255,61.98286632,58596,3,5.5,17,4,0,no,0
206595,other,BIO,no,Graduate,no,19,5.808883764,80.58510949,86713,2,15.1,18,4,6,no,0
214947,male,CIVIL,no,Postgraduate,no,22,6.950776302,74.46354564,59843,2,11.9,56,0,8,no,0
214618,other,CIVIL,yes,Primary,yes,26,6.023015362,77.08877365,8166,6,13.4,42,3,5,no,0
203971,male,COMMERCE,no,Graduate,no,23,6.296289406,68.54510056,78951,6,12,47,1,5,yes,0
214766,female,CS,yes,Graduate,no,22,5.020326509,80.78357378,35665,5,9.3,2,1,6,no,1
204528,male,COMMERCE,no,Secondary,yes,17,5.323503761,91.4104357,36026,6,24.8,42,0,2,no,0
218107,female,ECE,yes,Graduate,yes,23,5.232276009,43.65028043,55922,4,14.8,36,2,4,no,0
212121,male,ARTS,no,Primary,yes,22,5.883533999,83.8967546,51851,2,21.6,25,2,7,yes,0
212017,other,COMMERCE,yes,Graduate,no,16,4.615153998,53.36240237,35417,3,14.3,6,2,7,no,1
206641,other,CS,yes,Graduate,no,23,6.557577546,68.50348248,52695,3,19.8,39,0,0,no,1
208862,male,ARTS,yes,Secondary,no,21,6.430674463,74.69558912,35778,2,23,5,3,3,no,0
219390,female,ARTS,yes,Graduate,no,16,6.711627585,84.39692954,69730,4,24.2,20,0,5,no,0
213468,female,ARTS,yes,Graduate,no,19,5.291745076,64.24108541,65372,6,15.2,27,4,3,no,0
213911,female,ARTS,no,Secondary,yes,21,4.639340943,76.83586536,48231,6,16,15,4,4,no,1
219974,other,CIVIL,no,Primary,yes,26,5.511137363,72.03719356,97930,3,8.6,1,3,5,no,0
214676,other,CIVIL,yes,Graduate,yes,25,6.49945868,74.59522859,32568,3,14.9,3,3,2,no,0
201705,female,CS,yes,Graduate,no,26,5.735256771,88.82800371,50013,6,6.6,52,4,7,yes,1
215489,other,CIVIL,no,Primary,no,16,5.857352516,63.49600973,53890,3,15.1,42,3,6,no,0
211883,male,ECE,yes,Secondary,no,22,5.424476009,59.84714848,65574,2,21.4,2,4,7,no,1
214419,female,ECE,yes,Graduate,no,20,6.337165977,81.2414806,9888,2,8.4,6,0,8,no,0
200476,male,CIVIL,yes,Graduate,no,19,4.789798755,78.62977567,89138,3,24.6,8,2,8,no,1
203711,other,CIVIL,no,Graduate,yes,23,6.564242887,71.78908956,18214,5,5.6,24,0,8,no,1
210830,other,COMMERCE,yes,Secondary,no,24,5.745470789,74.60938488,45117,4,16.6,29,1,3,no,0
218826,male,CIVIL,no,Graduate,no,22,4.119625276,63.17369705,16655,2,21.3,16,1,2,yes,0
209060,male,COMMERCE,no,Primary,no,25,6.905912846,77.8530057,45264,4,11.8,13,1,4,yes,0
217855,female,CIVIL,no,Postgraduate,no,24,4.427862518,81.67621344,73154,2,6.8,59,4,5,no,0
214214,other,CIVIL,no,Secondary,yes,18,4.748044652,75.90378449,61669,2,24.2,8,0,4,yes,0
216047,other,ME,no,Graduate,yes,26,6.990873452,84.84413872,27290,2,21.8,8,1,1,no,0
211020,other,ECE,yes,Secondary,no,21,6.537406777,72.00977259,32866,4,17.7,50,0,1,no,1
202585,male,ECE,no,Graduate,no,21,6.986007192,66.76589413,53267,3,23.1,14,2,2,no,0
219446,female,ME,yes,Graduate,no,25,6.221586361,78.73349864,57907,2,14.7,31,2,8,yes,0
219863,female,ME,no,Primary,yes,16,5.694299973,74.17058225,64900,3,10.1,56,3,9,yes,0
211734,other,BIO,no,Postgraduate,yes,18,4.647561832,72.56259794,76144,5,16.3,49,1,1,no,0
200803,male,ME,yes,Primary,no,19,5.345364235,43.6684681,90698,6,24.4,47,0,5,yes,1
200970,female,CIVIL,no,Graduate,yes,26,6.571166946,98.89964777,68154,2,24.8,31,0,9,no,0
212810,male,CIVIL,no,Secondary,no,22,5.4296137,82.65099785,52630,3,21,54,4,8,yes,0
219607,female,CIVIL,yes,Graduate,no,25,5.283374223,68.93362283,37584,6,18.4,34,4,0,no,1
215314,male,CIVIL,yes,Graduate,no,23,4.893764298,68.10377985,64653,3,17.1,44,2,1,no,1
217652,other,BIO,no,Graduate,no,16,5.984648493,100,38694,5,12.5,2,3,7,no,0
203699,other,COMMERCE,no,Graduate,yes,22,5.494578235,59.110305,40054,4,12,50,3,7,yes,0
216968,male,CIVIL,no,Postgraduate,no,18,6.014313683,63.55808221,34664,2,19.6,2,4,5,no,1
215973,female,BIO,no,Primary,no,26,6.863513213,75.79762107,55835,2,10.1,28,2,8,yes,1
212919,female,COMMERCE,yes,Graduate,yes,18,4.199250436,79.99627431,45160,6,19.3,37,2,5,no,1
219893,female,CS,no,Graduate,yes,21,4.915141454,62.88143314,27206,2,11.9,26,0,4,no,1
212715,male,CIVIL,no,Graduate,no,25,5.516616357,76.78614693,72351,6,23,44,3,6,yes,0
215542,other,ME,no,Graduate,no,20,5.551089979,62.96696736,64260,4,20.5,46,0,2,no,0
219624,male,COMMERCE,no,Primary,no,25,5.058182426,78.71363582,27230,2,7.5,50,3,4,yes,0
210035,male,ECE,no,Graduate,no,24,6.907541108,85.72937787,68251,5,13.9,48,0,2,no,0
206293,other,COMMERCE,no,Secondary,no,23,5.932771294,68.58857003,38004,5,17.6,44,0,8,yes,1
216922,female,CIVIL,no,Postgraduate,no,16,6.226311489,66.07486043,61673,3,23.4,28,4,6,yes,0
208143,female,BIO,no,Secondary,no,22,4.956538756,59.62665404,50533,5,13.7,58,1,4,no,1
211709,female,ME,no,Postgraduate,no,18,5.06792588,72.76173271,52782,4,14,53,0,5,yes,0
203979,other,ARTS,no,Secondary,no,21,6.460661646,70.90142053,36442,5,24.8,13,2,2,no,0
200733,female,ARTS,yes,Primary,no,21,5.45408534,64.1059685,55053,2,15.1,41,2,4,no,0
215450,male,BIO,no,Graduate,no,16,4.045660056,66.51545286,67770,3,14.6,30,2,1,no,1
211842,female,ECE,yes,Graduate,no,21,6.975609948,92.73772259,103810,6,24.9,19,0,1,no,0
202616,female,BIO,no,Graduate,yes,26,5.273889786,64.14832077,30198,5,10.9,2,1,2,yes,0
203068,other,ECE,no,Primary,no,19,5.500271303,68.73259877,42356,4,12.6,6,3,1,no,0
208612,female,ME,yes,Graduate,no,20,6.741870984,75.09409398,63569,5,6.4,57,0,1,yes,0
216116,female,BIO,yes,Primary,no,22,6.51655182,100,63128,2,6.4,35,0,0,no,0
213909,female,CIVIL,no,Secondary,yes,25,5.175230717,62.54373764,28872,4,24.7,11,2,1,no,0
206087,other,CIVIL,no,Graduate,yes,24,6.312748301,83.47318381,50561,6,6.5,16,4,6,no,0
204339,other,CIVIL,no,Postgraduate,no,24,5.929988985,84.97760478,53142,6,11.1,19,2,5,yes,0
214779,other,ARTS,no,Primary,no,20,6.098173518,56.72993254,68846,2,13.4,2,4,0,yes,0
218495,female,COMMERCE,no,Primary,no,16,4.682836728,60.60116976,69459,6,6.6,49,3,0,no,1
203638,male,ECE,no,Secondary,yes,23,5.985991345,45.97542731,55116,3,13,1,1,5,yes,0
215662,male,ARTS,no,Graduate,no,20,5.981156687,68.70323993,31645,6,15.7,26,0,2,no,0
211816,other,ARTS,no,Postgraduate,yes,22,6.941132419,65.21235425,62235,2,21.7,52,4,2,no,0
215953,male,BIO,no,Postgraduate,no,16,6.262310273,67.17715833,82035,2,20.6,1,3,4,yes,0
206648,male,CIVIL,no,Secondary,yes,22,5.177354095,89.02670537,54155,3,5.7,34,3,8,no,0
214092,female,BIO,no,Graduate,no,22,4.568879212,73.81529162,23879,4,11.1,31,3,4,no,0
215694,other,ARTS,no,Secondary,no,22,6.560246167,63.22677594,45856,4,20.5,2,2,7,no,0
219857,male,ARTS,no,Graduate,no,18,4.310622105,54.26044641,25980,3,14.6,23,2,5,no,1
209640,female,CIVIL,yes,Graduate,no,19,6.032196681,77.81594306,36546,3,13.1,47,1,9,no,0
219130,other,ECE,no,Secondary,no,24,4.858212152,74.71756761,55573,6,15.3,43,0,4,no,1
206407,other,ME,no,Postgraduate,no,18,6.401034223,75.09409398,88287,6,9,30,4,6,no,1
219891,male,CIVIL,no,Postgraduate,yes,18,4.402176892,76.97364729,72214,5,7.7,24,4,3,no,1
209684,other,CIVIL,no,Primary,no,23,6.39016452,75.79996404,27495,6,23.9,44,3,0,no,1
201441,other,CS,no,Postgraduate,yes,21,4.613164952,74.72336185,72078,6,24.4,33,0,6,yes,1
217036,other,ARTS,no,Graduate,no,22,6.963260703,73.94002084,77477,3,11.9,19,4,9,no,0
214968,other,ME,no,Primary,no,17,6.202501385,93.98401853,82952,2,5.5,33,1,9,no,0
207457,male,CIVIL,yes,Graduate,yes,23,5.472690494,67.67344391,11552,3,12.8,38,2,6,no,0
204641,male,CIVIL,no,Graduate,yes,26,5.896387956,62.98072066,51513,2,10.1,36,2,9,no,1
206517,male,CIVIL,no,Graduate,no,17,5.171486219,64.62688922,37855,5,18.9,46,1,5,no,1
202444,other,ARTS,no,Graduate,no,16,6.185848949,87.11159524,85967,5,10.5,11,2,8,no,0
